complexity,algorithm,samples,reward,b
24,LaMCTS,6,1.0,8
24,LaMCTS,12,1.0,8
24,LaMCTS,18,1.0,8
24,LaMCTS,24,1.0,8
24,LaMCTS,30,1.0,8
24,LaMCTS,36,1.0,8
24,LaMCTS,42,1.0,8
24,LaMCTS,48,1.0,8
24,LaMCTS,54,1.0,8
24,LaMCTS,60,1.0,8
24,LaMCTS,66,1.0,8
24,LaMCTS,6,2.0,8
24,LaMCTS,12,2.0,8
24,LaMCTS,18,2.0,8
24,LaMCTS,24,2.0,8
24,LaMCTS,30,2.0,8
24,LaMCTS,36,2.0,8
24,LaMCTS,42,2.0,8
24,LaMCTS,48,2.0,8
24,LaMCTS,54,2.0,8
24,LaMCTS,60,2.0,8
24,LaMCTS,66,2.0,8
24,LaMCTS,6,1.0,8
24,LaMCTS,12,1.0,8
24,LaMCTS,18,1.0,8
24,LaMCTS,24,1.0,8
24,LaMCTS,30,1.0,8
24,LaMCTS,36,1.0,8
24,LaMCTS,42,1.0,8
24,LaMCTS,48,1.0,8
24,LaMCTS,54,1.0,8
24,LaMCTS,60,1.0,8
24,LaMCTS,66,2.0,8
24,LaMCTS,6,1.0,8
24,LaMCTS,12,1.0,8
24,LaMCTS,18,1.0,8
24,LaMCTS,24,1.0,8
24,LaMCTS,30,1.0,8
24,LaMCTS,36,1.0,8
24,LaMCTS,42,1.0,8
24,LaMCTS,48,1.0,8
24,LaMCTS,54,1.0,8
24,LaMCTS,60,1.0,8
24,LaMCTS,66,1.0,8
24,LaMCTS,6,1.0,8
24,LaMCTS,12,1.0,8
24,LaMCTS,18,1.0,8
24,LaMCTS,24,1.0,8
24,LaMCTS,30,1.0,8
24,LaMCTS,36,1.0,8
24,LaMCTS,42,1.0,8
24,LaMCTS,48,1.0,8
24,LaMCTS,54,1.0,8
24,LaMCTS,60,1.0,8
24,LaMCTS,66,2.0,8
24,LaMCTS,6,1.0,8
24,LaMCTS,12,1.0,8
24,LaMCTS,18,1.0,8
24,LaMCTS,24,1.0,8
24,LaMCTS,30,1.0,8
24,LaMCTS,36,1.0,8
24,LaMCTS,42,1.0,8
24,LaMCTS,48,1.0,8
24,LaMCTS,54,2.0,8
24,LaMCTS,60,2.0,8
24,LaMCTS,66,4.0,8
24,LaMCTS,6,1.0,8
24,LaMCTS,12,1.0,8
24,LaMCTS,18,1.0,8
24,LaMCTS,24,1.0,8
24,LaMCTS,30,1.0,8
24,LaMCTS,36,1.0,8
24,LaMCTS,42,1.0,8
24,LaMCTS,48,2.0,8
24,LaMCTS,54,2.0,8
24,LaMCTS,60,2.0,8
24,LaMCTS,66,2.0,8
24,LaMCTS,6,1.0,8
24,LaMCTS,12,1.0,8
24,LaMCTS,18,1.0,8
24,LaMCTS,24,1.0,8
24,LaMCTS,30,1.0,8
24,LaMCTS,36,1.0,8
24,LaMCTS,42,1.0,8
24,LaMCTS,48,1.0,8
24,LaMCTS,54,1.0,8
24,LaMCTS,60,1.0,8
24,LaMCTS,66,1.0,8
24,LaMCTS,6,1.0,8
24,LaMCTS,12,1.0,8
24,LaMCTS,18,1.0,8
24,LaMCTS,24,1.0,8
24,LaMCTS,30,1.0,8
24,LaMCTS,36,1.0,8
24,LaMCTS,42,1.0,8
24,LaMCTS,48,1.0,8
24,LaMCTS,54,1.0,8
24,LaMCTS,60,1.0,8
24,LaMCTS,66,2.0,8
24,LaMCTS,6,2.0,8
24,LaMCTS,12,2.0,8
24,LaMCTS,18,2.0,8
24,LaMCTS,24,2.0,8
24,LaMCTS,30,2.0,8
24,LaMCTS,36,2.0,8
24,LaMCTS,42,2.0,8
24,LaMCTS,48,2.0,8
24,LaMCTS,54,2.0,8
24,LaMCTS,60,2.0,8
24,LaMCTS,66,10.0,8
24,LaMCTS,6,1.0,8
24,LaMCTS,12,1.0,8
24,LaMCTS,18,1.0,8
24,LaMCTS,24,1.0,8
24,LaMCTS,30,1.0,8
24,LaMCTS,36,1.0,8
24,LaMCTS,42,1.0,8
24,LaMCTS,48,1.0,8
24,LaMCTS,54,1.0,8
24,LaMCTS,60,2.0,8
24,LaMCTS,66,3.0,8
24,LaMCTS,6,1.0,8
24,LaMCTS,12,1.0,8
24,LaMCTS,18,1.0,8
24,LaMCTS,24,1.0,8
24,LaMCTS,30,1.0,8
24,LaMCTS,36,1.0,8
24,LaMCTS,42,1.0,8
24,LaMCTS,48,1.0,8
24,LaMCTS,54,1.0,8
24,LaMCTS,60,1.0,8
24,LaMCTS,66,1.0,8
24,LaMCTS,6,1.0,8
24,LaMCTS,12,1.0,8
24,LaMCTS,18,1.0,8
24,LaMCTS,24,1.0,8
24,LaMCTS,30,1.0,8
24,LaMCTS,36,1.0,8
24,LaMCTS,42,1.0,8
24,LaMCTS,48,1.0,8
24,LaMCTS,54,1.0,8
24,LaMCTS,60,1.0,8
24,LaMCTS,66,1.0,8
24,LaMCTS,6,2.0,8
24,LaMCTS,12,2.0,8
24,LaMCTS,18,2.0,8
24,LaMCTS,24,2.0,8
24,LaMCTS,30,2.0,8
24,LaMCTS,36,2.0,8
24,LaMCTS,42,2.0,8
24,LaMCTS,48,2.0,8
24,LaMCTS,54,2.0,8
24,LaMCTS,60,2.0,8
24,LaMCTS,66,2.0,8
24,LaMCTS,6,1.0,8
24,LaMCTS,12,1.0,8
24,LaMCTS,18,1.0,8
24,LaMCTS,24,1.0,8
24,LaMCTS,30,1.0,8
24,LaMCTS,36,1.0,8
24,LaMCTS,42,1.0,8
24,LaMCTS,48,1.0,8
24,LaMCTS,54,1.0,8
24,LaMCTS,60,1.0,8
24,LaMCTS,66,2.0,8
24,LaMCTS,6,1.0,8
24,LaMCTS,12,1.0,8
24,LaMCTS,18,1.0,8
24,LaMCTS,24,1.0,8
24,LaMCTS,30,1.0,8
24,LaMCTS,36,1.0,8
24,LaMCTS,42,1.0,8
24,LaMCTS,48,1.0,8
24,LaMCTS,54,1.0,8
24,LaMCTS,60,1.0,8
24,LaMCTS,66,1.0,8
24,LaMCTS,6,2.0,8
24,LaMCTS,12,2.0,8
24,LaMCTS,18,2.0,8
24,LaMCTS,24,2.0,8
24,LaMCTS,30,2.0,8
24,LaMCTS,36,2.0,8
24,LaMCTS,42,2.0,8
24,LaMCTS,48,2.0,8
24,LaMCTS,54,2.0,8
24,LaMCTS,60,2.0,8
24,LaMCTS,66,2.0,8
24,LaMCTS,6,1.0,8
24,LaMCTS,12,1.0,8
24,LaMCTS,18,1.0,8
24,LaMCTS,24,1.0,8
24,LaMCTS,30,1.0,8
24,LaMCTS,36,1.0,8
24,LaMCTS,42,1.0,8
24,LaMCTS,48,1.0,8
24,LaMCTS,54,1.0,8
24,LaMCTS,60,1.0,8
24,LaMCTS,66,1.0,8
24,LaMCTS,6,1.0,8
24,LaMCTS,12,1.0,8
24,LaMCTS,18,1.0,8
24,LaMCTS,24,1.0,8
24,LaMCTS,30,1.0,8
24,LaMCTS,36,1.0,8
24,LaMCTS,42,1.0,8
24,LaMCTS,48,1.0,8
24,LaMCTS,54,1.0,8
24,LaMCTS,60,1.0,8
24,LaMCTS,66,2.0,8
24,LaMCTS,6,1.0,8
24,LaMCTS,12,1.0,8
24,LaMCTS,18,1.0,8
24,LaMCTS,24,1.0,8
24,LaMCTS,30,1.0,8
24,LaMCTS,36,1.0,8
24,LaMCTS,42,1.0,8
24,LaMCTS,48,1.0,8
24,LaMCTS,54,1.0,8
24,LaMCTS,60,2.0,8
24,LaMCTS,66,2.0,8
24,LaMCTS,6,1.0,8
24,LaMCTS,12,1.0,8
24,LaMCTS,18,1.0,8
24,LaMCTS,24,1.0,8
24,LaMCTS,30,1.0,8
24,LaMCTS,36,1.0,8
24,LaMCTS,42,1.0,8
24,LaMCTS,48,1.0,8
24,LaMCTS,54,1.0,8
24,LaMCTS,60,1.0,8
24,LaMCTS,66,2.0,8
24,LaMCTS,6,1.0,8
24,LaMCTS,12,1.0,8
24,LaMCTS,18,1.0,8
24,LaMCTS,24,1.0,8
24,LaMCTS,30,1.0,8
24,LaMCTS,36,1.0,8
24,LaMCTS,42,1.0,8
24,LaMCTS,48,1.0,8
24,LaMCTS,54,1.0,8
24,LaMCTS,60,1.0,8
24,LaMCTS,66,1.0,8
24,LaMCTS,6,1.0,8
24,LaMCTS,12,1.0,8
24,LaMCTS,18,1.0,8
24,LaMCTS,24,1.0,8
24,LaMCTS,30,1.0,8
24,LaMCTS,36,1.0,8
24,LaMCTS,42,1.0,8
24,LaMCTS,48,1.0,8
24,LaMCTS,54,1.0,8
24,LaMCTS,60,1.0,8
24,LaMCTS,66,1.0,8
24,LaMCTS,6,1.0,8
24,LaMCTS,12,1.0,8
24,LaMCTS,18,1.0,8
24,LaMCTS,24,1.0,8
24,LaMCTS,30,1.0,8
24,LaMCTS,36,1.0,8
24,LaMCTS,42,1.0,8
24,LaMCTS,48,1.0,8
24,LaMCTS,54,1.0,8
24,LaMCTS,60,1.0,8
24,LaMCTS,66,1.0,8
24,LaMCTS,6,1.0,8
24,LaMCTS,12,1.0,8
24,LaMCTS,18,1.0,8
24,LaMCTS,24,1.0,8
24,LaMCTS,30,1.0,8
24,LaMCTS,36,1.0,8
24,LaMCTS,42,1.0,8
24,LaMCTS,48,1.0,8
24,LaMCTS,54,5.0,8
24,LaMCTS,60,5.0,8
24,LaMCTS,66,20,8
24,LaMCTS,6,1.0,8
24,LaMCTS,12,1.0,8
24,LaMCTS,18,1.0,8
24,LaMCTS,24,1.0,8
24,LaMCTS,30,1.0,8
24,LaMCTS,36,1.0,8
24,LaMCTS,42,1.0,8
24,LaMCTS,48,1.0,8
24,LaMCTS,54,1.0,8
24,LaMCTS,60,4.0,8
24,LaMCTS,66,4.0,8
24,LaMCTS,6,1.0,8
24,LaMCTS,12,1.0,8
24,LaMCTS,18,1.0,8
24,LaMCTS,24,1.0,8
24,LaMCTS,30,1.0,8
24,LaMCTS,36,1.0,8
24,LaMCTS,42,1.0,8
24,LaMCTS,48,1.0,8
24,LaMCTS,54,1.0,8
24,LaMCTS,60,1.0,8
24,LaMCTS,66,1.0,8
24,LaMCTS,6,1.0,8
24,LaMCTS,12,1.0,8
24,LaMCTS,18,1.0,8
24,LaMCTS,24,1.0,8
24,LaMCTS,30,1.0,8
24,LaMCTS,36,1.0,8
24,LaMCTS,42,1.0,8
24,LaMCTS,48,1.0,8
24,LaMCTS,54,1.0,8
24,LaMCTS,60,1.0,8
24,LaMCTS,66,1.0,8
24,LaMCTS,6,1.0,8
24,LaMCTS,12,1.0,8
24,LaMCTS,18,1.0,8
24,LaMCTS,24,1.0,8
24,LaMCTS,30,1.0,8
24,LaMCTS,36,1.0,8
24,LaMCTS,42,1.0,8
24,LaMCTS,48,1.0,8
24,LaMCTS,54,1.0,8
24,LaMCTS,60,1.0,8
24,LaMCTS,66,10.0,8
24,LaMCTS,6,1.0,8
24,LaMCTS,12,1.0,8
24,LaMCTS,18,1.0,8
24,LaMCTS,24,1.0,8
24,LaMCTS,30,1.0,8
24,LaMCTS,36,1.0,8
24,LaMCTS,42,1.0,8
24,LaMCTS,48,1.0,8
24,LaMCTS,54,1.0,8
24,LaMCTS,60,1.0,8
24,LaMCTS,66,1.0,8
24,LaMCTS,6,3.0,8
24,LaMCTS,12,3.0,8
24,LaMCTS,18,3.0,8
24,LaMCTS,24,3.0,8
24,LaMCTS,30,3.0,8
24,LaMCTS,36,3.0,8
24,LaMCTS,42,3.0,8
24,LaMCTS,48,3.0,8
24,LaMCTS,54,3.0,8
24,LaMCTS,60,4.0,8
24,LaMCTS,66,5.0,8
24,LaMCTS,6,1.0,8
24,LaMCTS,12,1.0,8
24,LaMCTS,18,1.0,8
24,LaMCTS,24,1.0,8
24,LaMCTS,30,1.0,8
24,LaMCTS,36,1.0,8
24,LaMCTS,42,1.0,8
24,LaMCTS,48,1.0,8
24,LaMCTS,54,1.0,8
24,LaMCTS,60,2.0,8
24,LaMCTS,66,2.0,8
24,LaMCTS,6,1.0,8
24,LaMCTS,12,1.0,8
24,LaMCTS,18,1.0,8
24,LaMCTS,24,1.0,8
24,LaMCTS,30,1.0,8
24,LaMCTS,36,1.0,8
24,LaMCTS,42,1.0,8
24,LaMCTS,48,1.0,8
24,LaMCTS,54,1.0,8
24,LaMCTS,60,4.0,8
24,LaMCTS,66,4.0,8
24,LaMCTS,6,4.0,8
24,LaMCTS,12,4.0,8
24,LaMCTS,18,4.0,8
24,LaMCTS,24,4.0,8
24,LaMCTS,30,4.0,8
24,LaMCTS,36,4.0,8
24,LaMCTS,42,4.0,8
24,LaMCTS,48,4.0,8
24,LaMCTS,54,4.0,8
24,LaMCTS,60,4.0,8
24,LaMCTS,66,5.0,8
24,LaMCTS,6,1.0,8
24,LaMCTS,12,1.0,8
24,LaMCTS,18,1.0,8
24,LaMCTS,24,1.0,8
24,LaMCTS,30,1.0,8
24,LaMCTS,36,1.0,8
24,LaMCTS,42,1.0,8
24,LaMCTS,48,1.0,8
24,LaMCTS,54,1.0,8
24,LaMCTS,60,2.0,8
24,LaMCTS,66,2.0,8
24,LaMCTS,6,1.0,8
24,LaMCTS,12,1.0,8
24,LaMCTS,18,1.0,8
24,LaMCTS,24,1.0,8
24,LaMCTS,30,1.0,8
24,LaMCTS,36,1.0,8
24,LaMCTS,42,1.0,8
24,LaMCTS,48,1.0,8
24,LaMCTS,54,1.0,8
24,LaMCTS,60,1.0,8
24,LaMCTS,66,7.0,8
24,LaMCTS,6,1.0,8
24,LaMCTS,12,2.0,8
24,LaMCTS,18,2.0,8
24,LaMCTS,24,2.0,8
24,LaMCTS,30,2.0,8
24,LaMCTS,36,2.0,8
24,LaMCTS,42,2.0,8
24,LaMCTS,48,2.0,8
24,LaMCTS,54,2.0,8
24,LaMCTS,60,2.0,8
24,LaMCTS,66,3.0,8
24,LaMCTS,6,1.0,8
24,LaMCTS,12,1.0,8
24,LaMCTS,18,1.0,8
24,LaMCTS,24,1.0,8
24,LaMCTS,30,1.0,8
24,LaMCTS,36,1.0,8
24,LaMCTS,42,1.0,8
24,LaMCTS,48,1.0,8
24,LaMCTS,54,2.0,8
24,LaMCTS,60,2.0,8
24,LaMCTS,66,2.0,8
24,LaMCTS,6,1.0,8
24,LaMCTS,12,1.0,8
24,LaMCTS,18,1.0,8
24,LaMCTS,24,1.0,8
24,LaMCTS,30,1.0,8
24,LaMCTS,36,1.0,8
24,LaMCTS,42,1.0,8
24,LaMCTS,48,1.0,8
24,LaMCTS,54,1.0,8
24,LaMCTS,60,1.0,8
24,LaMCTS,66,2.0,8
24,LaMCTS,6,1.0,8
24,LaMCTS,12,1.0,8
24,LaMCTS,18,1.0,8
24,LaMCTS,24,1.0,8
24,LaMCTS,30,1.0,8
24,LaMCTS,36,1.0,8
24,LaMCTS,42,1.0,8
24,LaMCTS,48,1.0,8
24,LaMCTS,54,1.0,8
24,LaMCTS,60,1.0,8
24,LaMCTS,66,1.0,8
24,LaMCTS,6,1.0,8
24,LaMCTS,12,1.0,8
24,LaMCTS,18,1.0,8
24,LaMCTS,24,1.0,8
24,LaMCTS,30,1.0,8
24,LaMCTS,36,1.0,8
24,LaMCTS,42,1.0,8
24,LaMCTS,48,1.0,8
24,LaMCTS,54,1.0,8
24,LaMCTS,60,1.0,8
24,LaMCTS,66,1.0,8
24,LaMCTS,6,1.0,8
24,LaMCTS,12,1.0,8
24,LaMCTS,18,1.0,8
24,LaMCTS,24,1.0,8
24,LaMCTS,30,1.0,8
24,LaMCTS,36,1.0,8
24,LaMCTS,42,1.0,8
24,LaMCTS,48,1.0,8
24,LaMCTS,54,1.0,8
24,LaMCTS,60,1.0,8
24,LaMCTS,66,2.0,8
24,LaMCTS,6,1.0,8
24,LaMCTS,12,1.0,8
24,LaMCTS,18,1.0,8
24,LaMCTS,24,1.0,8
24,LaMCTS,30,1.0,8
24,LaMCTS,36,1.0,8
24,LaMCTS,42,1.0,8
24,LaMCTS,48,1.0,8
24,LaMCTS,54,1.0,8
24,LaMCTS,60,1.0,8
24,LaMCTS,66,1.0,8
24,LaMCTS,6,2.0,8
24,LaMCTS,12,2.0,8
24,LaMCTS,18,2.0,8
24,LaMCTS,24,2.0,8
24,LaMCTS,30,2.0,8
24,LaMCTS,36,2.0,8
24,LaMCTS,42,2.0,8
24,LaMCTS,48,2.0,8
24,LaMCTS,54,3.0,8
24,LaMCTS,60,3.0,8
24,LaMCTS,66,3.0,8
24,LaMCTS,6,1.0,8
24,LaMCTS,12,1.0,8
24,LaMCTS,18,1.0,8
24,LaMCTS,24,1.0,8
24,LaMCTS,30,1.0,8
24,LaMCTS,36,1.0,8
24,LaMCTS,42,1.0,8
24,LaMCTS,48,1.0,8
24,LaMCTS,54,1.0,8
24,LaMCTS,60,1.0,8
24,LaMCTS,66,1.0,8
24,LaMCTS,6,1.0,8
24,LaMCTS,12,1.0,8
24,LaMCTS,18,1.0,8
24,LaMCTS,24,1.0,8
24,LaMCTS,30,1.0,8
24,LaMCTS,36,1.0,8
24,LaMCTS,42,1.0,8
24,LaMCTS,48,1.0,8
24,LaMCTS,54,1.0,8
24,LaMCTS,60,1.0,8
24,LaMCTS,66,1.0,8
24,LaMCTS,6,1.0,8
24,LaMCTS,12,1.0,8
24,LaMCTS,18,1.0,8
24,LaMCTS,24,1.0,8
24,LaMCTS,30,1.0,8
24,LaMCTS,36,1.0,8
24,LaMCTS,42,1.0,8
24,LaMCTS,48,1.0,8
24,LaMCTS,54,1.0,8
24,LaMCTS,60,7.0,8
24,LaMCTS,66,7.0,8
24,LaMCTS,6,1.0,8
24,LaMCTS,12,1.0,8
24,LaMCTS,18,1.0,8
24,LaMCTS,24,1.0,8
24,LaMCTS,30,1.0,8
24,LaMCTS,36,1.0,8
24,LaMCTS,42,1.0,8
24,LaMCTS,48,1.0,8
24,LaMCTS,54,1.0,8
24,LaMCTS,60,1.0,8
24,LaMCTS,66,3.0,8
24,LaMCTS,6,1.0,8
24,LaMCTS,12,1.0,8
24,LaMCTS,18,1.0,8
24,LaMCTS,24,1.0,8
24,LaMCTS,30,1.0,8
24,LaMCTS,36,1.0,8
24,LaMCTS,42,1.0,8
